name: r201-6, Alg: 5, number particle: 15
01-11 at 10:53:55, name: rc103-30, Alg: 12, #particle: 15, seed: 1
01-11 at 12:05:52, name: c201-30, Alg: 13, #particle: 15, seed: 1
01-11 at 16:31:09, name: rc205-30, Alg: 9, #particle: 15, seed: 1
01-11 at 17:30:08, name: r102-30, Alg: 9, #particle: 15, seed: 1
01-11 at 18:08:07, name: c102-30, Alg: 10, #particle: 15, seed: 1
01-11 at 18:44:48, name: c202-30, Alg: 13, #particle: 15, seed: 1
01-11 at 21:44:52, name: r204-30, Alg: 9, #particle: 15, seed: 1
01-12 at 00:02:09, name: rc104-30, Alg: 12, #particle: 15, seed: 1
01-12 at 01:45:05, name: c203-30, Alg: 13, #particle: 15, seed: 1
01-12 at 07:11:42, name: c103-30, Alg: 10, #particle: 15, seed: 1
01-12 at 08:11:56, name: rc206-30, Alg: 9, #particle: 15, seed: 1
01-12 at 09:49:35, name: c204-30, Alg: 13, #particle: 15, seed: 1
01-12 at 11:43:20, name: r205-30, Alg: 9, #particle: 15, seed: 1
01-12 at 12:23:17, name: r103-30, Alg: 9, #particle: 15, seed: 1
01-12 at 15:38:17, name: rc105-30, Alg: 12, #particle: 15, seed: 1
01-12 at 17:28:57, name: c205-30, Alg: 13, #particle: 15, seed: 1
01-13 at 14:39:47, name: c104-30, Alg: 10, #particle: 15, seed: 1
01-13 at 18:26:09, name: c206-30, Alg: 13, #particle: 15, seed: 1
01-13 at 20:02:38, name: rc207-30, Alg: 9, #particle: 15, seed: 1
01-13 at 21:09:32, name: r206-30, Alg: 9, #particle: 15, seed: 1
01-13 at 21:24:09, name: rc106-30, Alg: 12, #particle: 15, seed: 1
01-13 at 23:59:47, name: r104-30, Alg: 9, #particle: 15, seed: 1
01-14 at 02:01:54, name: c207-30, Alg: 13, #particle: 15, seed: 1
01-14 at 03:33:34, name: c105-30, Alg: 10, #particle: 15, seed: 1
01-14 at 09:00:50, name: c208-30, Alg: 13, #particle: 15, seed: 1
01-14 at 09:33:35, name: rc107-30, Alg: 12, #particle: 15, seed: 1
01-14 at 11:47:06, name: r207-30, Alg: 9, #particle: 15, seed: 1
01-14 at 14:25:31, name: r105-30, Alg: 9, #particle: 15, seed: 1
01-14 at 15:52:32, name: c201-30, Alg: 14, #particle: 15, seed: 1
01-14 at 15:56:55, name: c106-30, Alg: 10, #particle: 15, seed: 1
01-14 at 16:03:56, name: rc208-30, Alg: 9, #particle: 15, seed: 1
01-14 at 21:37:01, name: rc108-30, Alg: 12, #particle: 15, seed: 1
01-14 at 23:52:15, name: c202-30, Alg: 14, #particle: 15, seed: 1
01-15 at 02:53:49, name: r106-30, Alg: 9, #particle: 15, seed: 1
01-15 at 03:02:15, name: rc201-30, Alg: 10, #particle: 15, seed: 1
01-15 at 03:17:18, name: r208-30, Alg: 9, #particle: 15, seed: 1
01-15 at 05:29:18, name: c107-30, Alg: 10, #particle: 15, seed: 1
01-15 at 07:50:47, name: c203-30, Alg: 14, #particle: 15, seed: 1
01-15 at 07:53:43, name: rc101-30, Alg: 13, #particle: 15, seed: 1
01-15 at 13:04:36, name: rc202-30, Alg: 10, #particle: 15, seed: 1
01-15 at 15:07:49, name: c204-30, Alg: 14, #particle: 15, seed: 1
01-15 at 17:26:46, name: rc102-30, Alg: 13, #particle: 15, seed: 1
01-15 at 18:21:40, name: r209-30, Alg: 9, #particle: 15, seed: 1
01-15 at 20:22:37, name: c108-30, Alg: 10, #particle: 15, seed: 1
01-15 at 20:25:00, name: r107-30, Alg: 9, #particle: 15, seed: 1
01-15 at 22:24:23, name: c205-30, Alg: 14, #particle: 15, seed: 1
01-16 at 00:39:05, name: rc103-30, Alg: 13, #particle: 15, seed: 1
01-16 at 01:41:56, name: rc203-30, Alg: 10, #particle: 15, seed: 1
01-16 at 06:18:13, name: c206-30, Alg: 14, #particle: 15, seed: 1
01-16 at 08:53:27, name: r210-30, Alg: 9, #particle: 15, seed: 1
01-16 at 10:16:51, name: rc104-30, Alg: 13, #particle: 15, seed: 1
01-16 at 10:27:13, name: c109-30, Alg: 10, #particle: 15, seed: 1
01-16 at 13:31:32, name: r108-30, Alg: 9, #particle: 15, seed: 1
01-16 at 13:56:36, name: c207-30, Alg: 14, #particle: 15, seed: 1
01-16 at 14:45:55, name: rc204-30, Alg: 10, #particle: 15, seed: 1
01-16 at 20:21:34, name: rc105-30, Alg: 13, #particle: 15, seed: 1
01-16 at 20:33:20, name: c208-30, Alg: 14, #particle: 15, seed: 1
01-16 at 21:48:37, name: c101-30, Alg: 11, #particle: 15, seed: 1
01-17 at 00:05:34, name: r211-30, Alg: 9, #particle: 15, seed: 1
01-17 at 02:57:44, name: r109-30, Alg: 9, #particle: 15, seed: 1
01-17 at 03:23:38, name: rc205-30, Alg: 10, #particle: 15, seed: 1
01-17 at 04:44:10, name: rc106-30, Alg: 13, #particle: 15, seed: 1
01-17 at 08:02:28, name: c201-30, Alg: 15, #particle: 15, seed: 1
01-17 at 08:30:45, name: c102-30, Alg: 11, #particle: 15, seed: 1
01-17 at 09:01:59, name: r201-30, Alg: 10, #particle: 15, seed: 1
01-17 at 12:00:39, name: rc107-30, Alg: 13, #particle: 15, seed: 1
01-17 at 16:07:39, name: rc206-30, Alg: 10, #particle: 15, seed: 1
01-17 at 18:35:14, name: r202-30, Alg: 10, #particle: 15, seed: 1
01-17 at 18:56:56, name: c202-30, Alg: 15, #particle: 15, seed: 1
01-17 at 19:24:14, name: r110-30, Alg: 9, #particle: 15, seed: 1
01-17 at 20:11:16, name: rc108-30, Alg: 13, #particle: 15, seed: 1
01-17 at 20:49:56, name: c103-30, Alg: 11, #particle: 15, seed: 1
01-18 at 00:43:25, name: c203-30, Alg: 15, #particle: 15, seed: 1
01-18 at 02:23:31, name: rc101-30, Alg: 14, #particle: 15, seed: 1
01-18 at 04:19:48, name: rc207-30, Alg: 10, #particle: 15, seed: 1
01-18 at 05:04:45, name: r203-30, Alg: 10, #particle: 15, seed: 1
01-18 at 07:22:32, name: c204-30, Alg: 15, #particle: 15, seed: 1
01-18 at 08:17:49, name: rc102-30, Alg: 14, #particle: 15, seed: 1
01-18 at 09:44:35, name: c104-30, Alg: 11, #particle: 15, seed: 1
01-18 at 09:54:04, name: r111-30, Alg: 9, #particle: 15, seed: 1
01-18 at 13:55:06, name: rc103-30, Alg: 14, #particle: 15, seed: 1
01-18 at 16:18:50, name: r204-30, Alg: 10, #particle: 15, seed: 1
01-18 at 17:15:49, name: rc208-30, Alg: 10, #particle: 15, seed: 1
01-18 at 19:15:53, name: c205-30, Alg: 15, #particle: 15, seed: 1
01-18 at 20:07:01, name: rc104-30, Alg: 14, #particle: 15, seed: 1
01-18 at 20:49:47, name: c105-30, Alg: 11, #particle: 15, seed: 1
01-19 at 01:51:30, name: rc201-30, Alg: 11, #particle: 15, seed: 1
01-19 at 02:18:02, name: r112-30, Alg: 9, #particle: 15, seed: 1
01-19 at 03:38:49, name: rc105-30, Alg: 14, #particle: 15, seed: 1
01-19 at 03:57:47, name: r205-30, Alg: 10, #particle: 15, seed: 1
01-19 at 04:40:41, name: c206-30, Alg: 15, #particle: 15, seed: 1
01-19 at 08:03:38, name: c106-30, Alg: 11, #particle: 15, seed: 1
01-19 at 10:29:32, name: rc106-30, Alg: 14, #particle: 15, seed: 1
01-19 at 11:04:11, name: r101-30, Alg: 10, #particle: 15, seed: 1
01-19 at 11:32:06, name: rc202-30, Alg: 11, #particle: 15, seed: 1
01-19 at 12:43:16, name: r206-30, Alg: 10, #particle: 15, seed: 1
01-19 at 15:23:12, name: c207-30, Alg: 15, #particle: 15, seed: 1
01-19 at 16:46:48, name: rc107-30, Alg: 14, #particle: 15, seed: 1
01-19 at 19:18:46, name: c107-30, Alg: 11, #particle: 15, seed: 1
01-19 at 20:30:06, name: r102-30, Alg: 10, #particle: 15, seed: 1
01-19 at 20:43:17, name: rc108-30, Alg: 14, #particle: 15, seed: 1
01-19 at 21:28:15, name: rc203-30, Alg: 11, #particle: 15, seed: 1
01-19 at 22:35:10, name: r207-30, Alg: 10, #particle: 15, seed: 1
01-20 at 01:00:27, name: c208-30, Alg: 15, #particle: 15, seed: 1
01-20 at 03:16:46, name: rc101-30, Alg: 15, #particle: 15, seed: 1
01-20 at 05:43:38, name: r103-30, Alg: 10, #particle: 15, seed: 1
01-20 at 06:52:39, name: c108-30, Alg: 11, #particle: 15, seed: 1
01-20 at 07:51:57, name: r208-30, Alg: 10, #particle: 15, seed: 1
01-20 at 08:28:38, name: rc204-30, Alg: 11, #particle: 15, seed: 1
01-20 at 09:55:31, name: rc102-30, Alg: 15, #particle: 15, seed: 1
01-20 at 15:11:15, name: r104-30, Alg: 10, #particle: 15, seed: 1
01-20 at 17:11:46, name: r209-30, Alg: 10, #particle: 15, seed: 1
01-20 at 17:25:55, name: rc103-30, Alg: 15, #particle: 15, seed: 1
01-20 at 18:07:44, name: c109-30, Alg: 11, #particle: 15, seed: 1
01-20 at 19:49:18, name: rc205-30, Alg: 11, #particle: 15, seed: 1
01-20 at 21:46:45, name: rc104-30, Alg: 15, #particle: 15, seed: 1
01-21 at 00:22:16, name: r105-30, Alg: 10, #particle: 15, seed: 1
01-21 at 01:00:58, name: r210-30, Alg: 10, #particle: 15, seed: 1
01-21 at 02:13:16, name: rc105-30, Alg: 15, #particle: 15, seed: 1
01-21 at 04:37:17, name: c101-30, Alg: 12, #particle: 15, seed: 1
01-21 at 05:52:06, name: rc206-30, Alg: 11, #particle: 15, seed: 1
01-21 at 08:55:42, name: rc106-30, Alg: 15, #particle: 15, seed: 1
01-21 at 09:14:57, name: r211-30, Alg: 10, #particle: 15, seed: 1
01-21 at 10:23:15, name: r106-30, Alg: 10, #particle: 15, seed: 1
01-21 at 12:18:17, name: rc107-30, Alg: 15, #particle: 15, seed: 1
01-21 at 15:47:34, name: rc108-30, Alg: 15, #particle: 15, seed: 1
01-21 at 15:56:01, name: rc207-30, Alg: 11, #particle: 15, seed: 1
01-21 at 15:56:30, name: r201-30, Alg: 11, #particle: 15, seed: 1
01-21 at 16:35:14, name: c102-30, Alg: 12, #particle: 15, seed: 1
01-21 at 20:47:33, name: r107-30, Alg: 10, #particle: 15, seed: 1
01-21 at 23:53:30, name: r202-30, Alg: 11, #particle: 15, seed: 1
01-22 at 01:42:51, name: rc208-30, Alg: 11, #particle: 15, seed: 1
01-22 at 05:51:09, name: r108-30, Alg: 10, #particle: 15, seed: 1
01-22 at 06:24:27, name: c103-30, Alg: 12, #particle: 15, seed: 1
01-22 at 09:17:18, name: r203-30, Alg: 11, #particle: 15, seed: 1
01-22 at 13:25:25, name: rc201-30, Alg: 12, #particle: 15, seed: 1
01-22 at 16:03:08, name: r109-30, Alg: 10, #particle: 15, seed: 1
01-22 at 18:34:24, name: r204-30, Alg: 11, #particle: 15, seed: 1
01-22 at 19:10:35, name: c104-30, Alg: 12, #particle: 15, seed: 1
01-23 at 02:17:00, name: rc202-30, Alg: 12, #particle: 15, seed: 1
01-23 at 02:26:28, name: r110-30, Alg: 10, #particle: 15, seed: 1
01-23 at 03:16:57, name: r205-30, Alg: 11, #particle: 15, seed: 1
01-23 at 05:49:53, name: c105-30, Alg: 12, #particle: 15, seed: 1
01-23 at 11:14:42, name: r206-30, Alg: 11, #particle: 15, seed: 1
01-23 at 13:01:27, name: rc203-30, Alg: 12, #particle: 15, seed: 1
01-23 at 13:13:53, name: r111-30, Alg: 10, #particle: 15, seed: 1
01-23 at 16:17:54, name: c106-30, Alg: 12, #particle: 15, seed: 1
01-23 at 20:31:43, name: r207-30, Alg: 11, #particle: 15, seed: 1
01-23 at 22:55:50, name: r112-30, Alg: 10, #particle: 15, seed: 1
01-24 at 00:04:32, name: rc204-30, Alg: 12, #particle: 15, seed: 1
01-24 at 04:07:12, name: c107-30, Alg: 12, #particle: 15, seed: 1
01-24 at 04:59:06, name: r208-30, Alg: 11, #particle: 15, seed: 1
01-24 at 06:08:13, name: r101-30, Alg: 11, #particle: 15, seed: 1
01-24 at 11:43:08, name: rc205-30, Alg: 12, #particle: 15, seed: 1
01-24 at 13:05:45, name: r209-30, Alg: 11, #particle: 15, seed: 1
01-24 at 13:54:03, name: r102-30, Alg: 11, #particle: 15, seed: 1
01-24 at 16:56:27, name: c108-30, Alg: 12, #particle: 15, seed: 1
01-24 at 21:41:09, name: r210-30, Alg: 11, #particle: 15, seed: 1
01-24 at 22:01:47, name: r103-30, Alg: 11, #particle: 15, seed: 1
01-25 at 01:45:34, name: rc206-30, Alg: 12, #particle: 15, seed: 1
01-25 at 05:18:51, name: r104-30, Alg: 11, #particle: 15, seed: 1
01-25 at 06:37:54, name: r211-30, Alg: 11, #particle: 15, seed: 1
01-25 at 07:29:24, name: c109-30, Alg: 12, #particle: 15, seed: 1
01-25 at 13:09:05, name: r105-30, Alg: 11, #particle: 15, seed: 1
01-25 at 13:32:36, name: rc207-30, Alg: 12, #particle: 15, seed: 1
01-25 at 17:28:34, name: r201-30, Alg: 12, #particle: 15, seed: 1
01-25 at 17:31:21, name: c101-30, Alg: 13, #particle: 15, seed: 1
01-25 at 21:47:49, name: r106-30, Alg: 11, #particle: 15, seed: 1
01-26 at 02:28:45, name: c102-30, Alg: 13, #particle: 15, seed: 1
01-26 at 03:04:22, name: rc208-30, Alg: 12, #particle: 15, seed: 1
01-26 at 04:11:40, name: r202-30, Alg: 12, #particle: 15, seed: 1
01-26 at 06:26:03, name: rc201-30, Alg: 13, #particle: 15, seed: 1
01-26 at 06:40:56, name: r107-30, Alg: 11, #particle: 15, seed: 1
01-26 at 10:03:50, name: rc202-30, Alg: 13, #particle: 15, seed: 1
01-26 at 10:18:32, name: c103-30, Alg: 13, #particle: 15, seed: 1
01-26 at 13:23:19, name: rc203-30, Alg: 13, #particle: 15, seed: 1
01-26 at 14:45:27, name: r108-30, Alg: 11, #particle: 15, seed: 1
01-26 at 15:19:35, name: r203-30, Alg: 12, #particle: 15, seed: 1
01-26 at 18:53:32, name: rc204-30, Alg: 13, #particle: 15, seed: 1
01-26 at 19:17:25, name: c104-30, Alg: 13, #particle: 15, seed: 1
01-26 at 23:38:33, name: r109-30, Alg: 11, #particle: 15, seed: 1
01-27 at 00:32:25, name: rc205-30, Alg: 13, #particle: 15, seed: 1
01-27 at 01:46:36, name: r204-30, Alg: 12, #particle: 15, seed: 1
01-27 at 04:58:05, name: c105-30, Alg: 13, #particle: 15, seed: 1
01-27 at 09:06:24, name: rc206-30, Alg: 13, #particle: 15, seed: 1
01-27 at 09:09:23, name: r110-30, Alg: 11, #particle: 15, seed: 1
01-27 at 11:54:23, name: r205-30, Alg: 12, #particle: 15, seed: 1
01-27 at 15:54:28, name: c106-30, Alg: 13, #particle: 15, seed: 1
01-27 at 21:34:09, name: rc207-30, Alg: 13, #particle: 15, seed: 1
01-27 at 22:30:53, name: r111-30, Alg: 11, #particle: 15, seed: 1
01-28 at 05:44:00, name: RC1_2_1-10, Alg: 16, #particle: 15, seed: 1
01-28 at 09:49:36, name: r206-30, Alg: 12, #particle: 15, seed: 1
01-28 at 11:54:15, name: RC1_2_2-10, Alg: 16, #particle: 15, seed: 1
01-28 at 13:08:00, name: c107-30, Alg: 13, #particle: 15, seed: 1
01-28 at 16:26:03, name: R1_2_4-10, Alg: 16, #particle: 15, seed: 1
01-28 at 17:41:46, name: rc208-30, Alg: 13, #particle: 15, seed: 1
01-28 at 18:08:49, name: r112-30, Alg: 11, #particle: 15, seed: 1
01-28 at 18:36:51, name: RC2_2_1-10, Alg: 16, #particle: 15, seed: 1
01-28 at 22:53:40, name: C2_2_1-10, Alg: 16, #particle: 15, seed: 1
01-29 at 00:32:47, name: R1_2_5-10, Alg: 16, #particle: 15, seed: 1
01-29 at 01:57:54, name: rc201-30, Alg: 14, #particle: 15, seed: 1
01-29 at 04:34:25, name: C1_2_1-10, Alg: 16, #particle: 15, seed: 1
01-29 at 05:53:12, name: r207-30, Alg: 12, #particle: 15, seed: 1
01-29 at 10:08:27, name: R2_2_1-10, Alg: 16, #particle: 15, seed: 1
01-29 at 11:13:01, name: c108-30, Alg: 13, #particle: 15, seed: 1
01-29 at 11:19:04, name: R1_2_6-10, Alg: 16, #particle: 15, seed: 1
01-29 at 14:36:43, name: rc202-30, Alg: 14, #particle: 15, seed: 1
01-29 at 15:51:33, name: r101-30, Alg: 12, #particle: 15, seed: 1
01-29 at 15:57:19, name: RC1_2_3-10, Alg: 16, #particle: 15, seed: 1
01-29 at 17:05:52, name: R1_2_7-10, Alg: 16, #particle: 15, seed: 1
01-29 at 19:20:49, name: RC2_2_2-10, Alg: 16, #particle: 15, seed: 1
01-30 at 00:34:38, name: rc203-30, Alg: 14, #particle: 15, seed: 1
01-30 at 01:31:10, name: r208-30, Alg: 12, #particle: 15, seed: 1
01-30 at 06:15:45, name: c109-30, Alg: 13, #particle: 15, seed: 1
01-30 at 13:03:25, name: r102-30, Alg: 12, #particle: 15, seed: 1
01-30 at 13:35:07, name: rc204-30, Alg: 14, #particle: 15, seed: 1
01-30 at 15:30:47, name: C2_2_2-10, Alg: 16, #particle: 15, seed: 1
01-30 at 19:13:11, name: R2_2_2-10, Alg: 16, #particle: 15, seed: 1
01-30 at 20:42:32, name: C1_2_2-10, Alg: 16, #particle: 15, seed: 1
01-30 at 21:31:49, name: c101-30, Alg: 14, #particle: 15, seed: 1
01-30 at 23:29:27, name: r209-30, Alg: 12, #particle: 15, seed: 1
01-31 at 02:48:54, name: rc205-30, Alg: 14, #particle: 15, seed: 1
01-31 at 09:29:53, name: r103-30, Alg: 12, #particle: 15, seed: 1
01-31 at 09:58:50, name: RC1_2_4-10, Alg: 16, #particle: 15, seed: 1
01-31 at 12:56:11, name: c102-30, Alg: 14, #particle: 15, seed: 1
01-31 at 18:02:40, name: rc206-30, Alg: 14, #particle: 15, seed: 1
01-31 at 18:42:07, name: C1_2_3-10, Alg: 16, #particle: 15, seed: 1
01-31 at 22:14:26, name: r210-30, Alg: 12, #particle: 15, seed: 1
02-01 at 04:52:41, name: c103-30, Alg: 14, #particle: 15, seed: 1
02-01 at 05:05:32, name: RC1_2_5-10, Alg: 16, #particle: 15, seed: 1
02-01 at 07:38:49, name: r104-30, Alg: 12, #particle: 15, seed: 1
02-01 at 08:13:29, name: rc207-30, Alg: 14, #particle: 15, seed: 1
02-01 at 12:02:53, name: C2_2_3-10, Alg: 16, #particle: 15, seed: 1
02-01 at 13:26:30, name: RC1_2_7-10, Alg: 16, #particle: 15, seed: 1
02-01 at 14:09:03, name: R2_2_3-10, Alg: 16, #particle: 15, seed: 1
02-01 at 18:01:47, name: c104-30, Alg: 14, #particle: 15, seed: 1
02-01 at 18:30:23, name: r211-30, Alg: 12, #particle: 15, seed: 1
02-01 at 22:38:42, name: rc208-30, Alg: 14, #particle: 15, seed: 1
02-02 at 07:05:30, name: r201-30, Alg: 13, #particle: 15, seed: 1
02-02 at 07:32:48, name: r105-30, Alg: 12, #particle: 15, seed: 1
02-02 at 08:27:35, name: rc201-30, Alg: 15, #particle: 15, seed: 1
02-02 at 10:14:53, name: c105-30, Alg: 14, #particle: 15, seed: 1
02-02 at 11:20:24, name: C1_2_4-10, Alg: 16, #particle: 15, seed: 1
02-02 at 16:31:39, name: C2_2_4-10, Alg: 16, #particle: 15, seed: 1
02-02 at 17:31:52, name: RC1_2_8-10, Alg: 16, #particle: 15, seed: 1
02-02 at 20:51:12, name: r202-30, Alg: 13, #particle: 15, seed: 1
02-03 at 02:01:30, name: rc202-30, Alg: 15, #particle: 15, seed: 1
02-03 at 02:59:23, name: c106-30, Alg: 14, #particle: 15, seed: 1
02-03 at 07:00:00, name: C2_2_5-10, Alg: 16, #particle: 15, seed: 1
02-03 at 08:07:57, name: R2_2_4-10, Alg: 16, #particle: 15, seed: 1
02-03 at 09:37:41, name: r106-30, Alg: 12, #particle: 15, seed: 1
02-03 at 11:34:01, name: r203-30, Alg: 13, #particle: 15, seed: 1
02-03 at 16:47:39, name: RC1_2_9-10, Alg: 16, #particle: 15, seed: 1
02-03 at 17:56:50, name: C1_2_5-10, Alg: 16, #particle: 15, seed: 1
02-03 at 18:46:29, name: rc203-30, Alg: 15, #particle: 15, seed: 1
02-03 at 19:24:17, name: c107-30, Alg: 14, #particle: 15, seed: 1
02-03 at 21:04:23, name: C2_2_6-10, Alg: 16, #particle: 15, seed: 1
02-04 at 01:01:38, name: r204-30, Alg: 13, #particle: 15, seed: 1
02-04 at 11:55:59, name: c108-30, Alg: 14, #particle: 15, seed: 1
02-04 at 12:21:55, name: r107-30, Alg: 12, #particle: 15, seed: 1
02-04 at 12:30:56, name: r205-30, Alg: 13, #particle: 15, seed: 1
02-04 at 13:38:17, name: rc204-30, Alg: 15, #particle: 15, seed: 1
02-04 at 17:51:27, name: C1_2_6-10, Alg: 16, #particle: 15, seed: 1
02-04 at 19:24:30, name: RC1_2_10-10, Alg: 16, #particle: 15, seed: 1
02-04 at 21:45:19, name: R2_2_5-10, Alg: 16, #particle: 15, seed: 1
02-04 at 23:58:15, name: r206-30, Alg: 13, #particle: 15, seed: 1
02-05 at 05:18:13, name: c109-30, Alg: 14, #particle: 15, seed: 1
02-05 at 08:47:46, name: rc205-30, Alg: 15, #particle: 15, seed: 1
02-05 at 12:25:23, name: r108-30, Alg: 12, #particle: 15, seed: 1
02-05 at 12:35:14, name: r207-30, Alg: 13, #particle: 15, seed: 1
02-05 at 14:52:11, name: C2_2_7-10, Alg: 16, #particle: 15, seed: 1
02-06 at 01:42:56, name: c101-30, Alg: 15, #particle: 15, seed: 1
02-06 at 03:07:43, name: r208-30, Alg: 13, #particle: 15, seed: 1
02-06 at 03:35:26, name: C1_2_7-10, Alg: 16, #particle: 15, seed: 1
02-06 at 04:52:40, name: rc206-30, Alg: 15, #particle: 15, seed: 1
02-06 at 10:41:03, name: R2_2_6-10, Alg: 16, #particle: 15, seed: 1
02-06 at 18:29:00, name: r109-30, Alg: 12, #particle: 15, seed: 1
02-06 at 19:59:27, name: C2_2_8-10, Alg: 16, #particle: 15, seed: 1
02-06 at 21:19:28, name: r209-30, Alg: 13, #particle: 15, seed: 1
02-06 at 23:32:23, name: c102-30, Alg: 15, #particle: 15, seed: 1
02-07 at 06:42:33, name: rc207-30, Alg: 15, #particle: 15, seed: 1
02-07 at 15:02:04, name: r210-30, Alg: 13, #particle: 15, seed: 1
02-07 at 15:42:36, name: C1_2_8-10, Alg: 16, #particle: 15, seed: 1
02-07 at 17:14:37, name: c103-30, Alg: 15, #particle: 15, seed: 1
02-07 at 21:24:25, name: r110-30, Alg: 12, #particle: 15, seed: 1
02-08 at 01:04:53, name: R2_2_7-10, Alg: 16, #particle: 15, seed: 1
02-08 at 06:05:21, name: c104-30, Alg: 15, #particle: 15, seed: 1
02-08 at 08:50:07, name: r211-30, Alg: 13, #particle: 15, seed: 1
02-08 at 10:51:09, name: rc208-30, Alg: 15, #particle: 15, seed: 1
02-08 at 16:18:49, name: R2_2_8-10, Alg: 16, #particle: 15, seed: 1
02-08 at 21:14:13, name: r201-30, Alg: 14, #particle: 15, seed: 1
02-09 at 02:54:23, name: c105-30, Alg: 15, #particle: 15, seed: 1
02-09 at 04:21:49, name: r111-30, Alg: 12, #particle: 15, seed: 1
02-09 at 04:49:11, name: C1_2_9-10, Alg: 16, #particle: 15, seed: 1
02-24 at 15:03:45, name: r201-31, Alg: 16, #particle: 15, seed: 1
02-24 at 15:53:13, name: r202-31, Alg: 16, #particle: 15, seed: 1
02-24 at 16:34:27, name: r203-31, Alg: 16, #particle: 15, seed: 1
02-24 at 17:05:16, name: r204-31, Alg: 16, #particle: 15, seed: 1
02-24 at 18:14:50, name: r205-31, Alg: 16, #particle: 15, seed: 1
02-24 at 19:10:25, name: r206-31, Alg: 16, #particle: 15, seed: 1
02-24 at 20:10:20, name: r207-31, Alg: 16, #particle: 15, seed: 1
02-24 at 20:41:24, name: r208-31, Alg: 16, #particle: 15, seed: 1
02-24 at 21:04:11, name: C2_2_9-10, Alg: 16, #particle: 15, seed: 1
02-24 at 21:51:22, name: r209-31, Alg: 16, #particle: 15, seed: 1
02-24 at 22:24:39, name: r210-31, Alg: 16, #particle: 15, seed: 1
02-24 at 22:57:05, name: r211-31, Alg: 16, #particle: 15, seed: 1
02-24 at 23:42:48, name: c101-31, Alg: 16, #particle: 15, seed: 1
02-25 at 00:25:59, name: c102-31, Alg: 16, #particle: 15, seed: 1
02-25 at 01:03:46, name: c103-31, Alg: 16, #particle: 15, seed: 1
02-25 at 01:37:36, name: R2_2_9-10, Alg: 16, #particle: 15, seed: 1
02-25 at 01:59:01, name: c104-31, Alg: 16, #particle: 15, seed: 1
02-25 at 02:50:42, name: c105-31, Alg: 16, #particle: 15, seed: 1
02-25 at 03:30:10, name: c106-31, Alg: 16, #particle: 15, seed: 1
02-25 at 04:24:02, name: c107-31, Alg: 16, #particle: 15, seed: 1
02-25 at 04:54:19, name: c108-31, Alg: 16, #particle: 15, seed: 1
02-25 at 06:00:33, name: c109-31, Alg: 16, #particle: 15, seed: 1
02-25 at 06:40:48, name: c201-31, Alg: 16, #particle: 15, seed: 1
02-25 at 07:15:56, name: c202-31, Alg: 16, #particle: 15, seed: 1
02-25 at 08:03:28, name: c203-31, Alg: 16, #particle: 15, seed: 1
02-25 at 08:54:31, name: c204-31, Alg: 16, #particle: 15, seed: 1
02-25 at 09:27:49, name: c205-31, Alg: 16, #particle: 15, seed: 1
02-25 at 10:24:52, name: c206-31, Alg: 16, #particle: 15, seed: 1
02-25 at 11:33:06, name: c207-31, Alg: 16, #particle: 15, seed: 1
02-25 at 12:06:19, name: c208-31, Alg: 16, #particle: 15, seed: 1
02-25 at 12:51:33, name: rc101-31, Alg: 16, #particle: 15, seed: 1
02-25 at 13:39:46, name: rc102-31, Alg: 16, #particle: 15, seed: 1
02-25 at 14:17:30, name: rc103-31, Alg: 16, #particle: 15, seed: 1
02-25 at 15:07:47, name: rc104-31, Alg: 16, #particle: 15, seed: 1
